,Product_1,Product_2,Product_3,Product_4,Product_5
2121037,55096350,1733749,1534583,1534193,2121041
2121041,51235948,1533113,1534583,1534193,2121037
2121583,55994870,77694537,24505347,34476640,6506587
21221639,11370580,21973916,16717623,55585425,6715805
21261078,52333193,22413470,67752435,7347125,20478281
21261960,7801273,72920029,12389711,44213819,27147619
21299202,8141868,51668230,51668332,43017581,58363324
2130371,70773221,11225097,14645571,2131361,2130377
2130377,14645571,70773221,11225097,2131361,2130371
21310789,54638603,10282851,45168294,13367716,38762682
21313534,1044890,54616635,66578633,74907707,72679390
2131361,2130371,49360016,2130377,871386,11225097
21316309,5913881,11212346,386464,385455,7217981
21317020,11251743,21466227,11251711,23181426,11110653
21327248,10949871,46221893,62754437,51939322,19928605
21329314,23304368,22082835,21442742,59085882,71663942
21339631,49626554,51599592,74556980,56697301,2052377
21343921,233212,33448286,122012,54665,54665
21353546,595655,50227423,588800,11241055,28736624
21399140,44954579,25403150,21047980,20624799,21416460
21401957,13286961,74982261,56540134,21402325,34499647
21402325,57642927,14565127,36344502,24456725,21401957
21416460,6473627,21047980,25403150,48490928,21399140
21430338,74978842,56406884,45268753,54044672,41597056
21439813,39067186,50305901,50316874,50721406,22281227
21440464,52774785,52774775,486701,36996478,36996186
21440975,2883897,23518127,23518127,2301357,2301357
21442742,12391035,21329314,17618382,22082835,71663942
21459682,26359414,15226911,11676550,15129417,6655899
21464946,32937961,625684,56312920,13561036,23258088
21465183,11251735,11251951,23117977,11251743,11251935
21466087,59322576,57127752,52400151,69271416,3665529
21466227,11251743,11251735,11251951,11251711,23181426
21526737,1582161,14301144,9850897,465219,12011510
21569900,58470334,66708181,57656568,23790776,21572053
21572053,58470334,66708181,57656568,23790776,21569900
21578204,70761592,14069536,31602057,51571587,74623725
21582145,56399103,36344502,71142100,71112874,59433314
21614756,56833406,16717623,15380161,10603363,11516508
21615923,11719645,7496499,10593537,23107340,14997230
21678888,10001384,24785618,24785855,13605830,13604545
2172089,17465702,17487128,17487126,17465723,59314834
21731970,4727019,2419567,4754815,10002068,10001479
21741222,21068237,4820975,5801059,5839337,2184775
21742437,13335028,21035641,54585483,14815404,68821409
21742830,56525566,32189703,28527933,53327198,20806296
2184775,8406093,73476077,11204813,58388194,21741222
21857291,6734149,53250152,17038778,26341625,7494785
21921714,9839803,22364222,22363766,14845231,55320027
21948650,575591,22616559,56097175,7857797,8398179
21973916,14270619,10603363,25231861,6715805,16717623
22021148,57421895,10868001,18002124,25191433,67861239
22023133,20583267,20425053,4727509,32809813,14104450
22028042,29950661,10860173,56515226,7614405,13119283
22030673,77918557,67567419,67480516,76181490,3054369
22048214,23068516,58133783,20352015,14372277,12391802
22052301,70767702,73280676,70773153,6803095,70773221
22082835,12391035,21329314,23304368,71663942,21442742
22093519,3672421,23291246,52324969,11782132,20806296
22105532,1995735,7494785,2034021,10606661,26708402
22138725,60744527,70639700,52644664,13541150,13568365
22153584,75520677,40737659,311940,34557311,47081914
22159161,1995735,54889765,14970347,56515332,80850379
22179387,74559331,46645696,15674038,20412302,7011135
22193209,6986847,13678777,25922110,51854334,22194381
22194381,25975534,32308294,51854334,13678777,22193209
22198166,73861888,38118750,8122699,32829823,56597141
22198240,3151113,26036139,53017339,48507969,56399103
22281227,50316874,50305901,50721406,25288034,46654004
22336000,25749035,70772235,52333193,22413470,35726908
22362609,44007386,69192869,10866806,23068516,44633444
22362836,20352015,21176086,24830860,58986461,58133783
22363766,44633444,55320027,9839803,14845231,22364222
22364222,44633444,55320027,9839803,14845231,22363766
22383687,21416460,48490928,60228865,49867819,32205118
22406475,41791430,66897982,54378048,68432556,39720996
22413470,26348659,52889826,48273751,56365197,52333193
22436063,10671551,5511229,25468367,1524461,17929212
2246513,54353418,19351442,15669042,15927481,6921779
2246537,33115720,14039112,57811160,15669028,48430140
22473627,78607632,25380555,78616056,59471172,58666606
22481216,10766617,13861313,48484050,52347882,23285218
2249745,410704,10706084,356371,452118,2249747
2249747,410704,10706084,356371,452118,2249745
2255415,75514309,2901371,764198,1523227,2255417
2255417,1523227,16675019,29837913,2255419,2255415
2255419,2255417,459248,2902221,56198267,2903577
22561927,17686592,57876590,57742831,28527933,10206715
22568380,56251340,52251276,43351530,57437733,68417073
22596017,49867819,21416460,48490928,57865557,60228865
22616559,21948650,575591,56097175,7857797,8398179
22635666,32454377,5849479,7152321,21163516,5849615
227404,48493605,60030176,44231732,1057882,44232101
22772342,11213554,11242886,51854334,6986847,9148580
22807057,6710017,7362171,187278,24558526,24409292
22828942,35620000,32052984,41791430,49004988,22828984
22828984,22828942,32052984,49004211,49004988,22967676
22883541,6410691,6410757,6410735,14293641,29455014
229779,486766,3311319,502113,447638,447634
2301357,9355345,9355345,1081650,21440975,2301357
23020359,16717623,4713035,56833406,10603363,14270619
23057599,53978256,54056610,14519500,48701295,49636672
23068516,55320027,9839803,57750621,44633444,11370697
23107340,8066832,32924732,10593537,23291301,11718677
23126129,17686592,15792427,13697766,58262987,81135664
23142193,11251711,11251951,23181426,21466227,11251735
23171265,32102874,55366883,20624245,16876822,20623659
23171782,48509229,19606295,459084,416613,459077
23172601,25476219,44018311,51368046,56742165,51518382
23181426,11251743,11251951,11251735,21466227,11251711
23188003,20623659,16876822,13149705,45327625,20240139
23198944,76514871,72119221,37822610,70781319,73125075
23258088,75321775,75323380,56312920,13561036,21464946
23285218,13861313,10766617,52347882,22481216,48484050
23288812,57730666,61280865,54450887,68222196,68200288
23291246,22093519,3672421,53327198,11782132,20806296
23291301,11719645,8066832,10593537,32924732,23107340
23291354,8141868,38144690,25062191,48483174,71075716
23292023,21313534,74908430,67245899,66578633,74907707
23304368,12391035,21442742,21329314,22082835,71663942
23306883,43017581,8003987,19772753,49658272,35420153
23308727,817884,21035641,817776,14815404,13335028
233129,8159079,299431,55897,55897,233129
233157,691576,54665,54665,9668037,233157
233212,54665,54665,691576,691576,233212
23362701,899588,23518127,23518127,899654,171745
23368835,14069536,31602057,19408798,2638665,591960
23371648,56962891,68230948,55146278,48278979,15506461
23382542,14047157,51845073,51729979,29837913,23393172
23391453,73861888,56597141,76216745,13151476,13151574
23393172,60050735,75514309,51845073,51729979,23382542
23404135,50239829,10949871,1892025,51436880,31245660
23410417,6991111,75514029,8826583,21030723,41265405
23410785,32829823,56597141,56306151,71948433,56308749
23413669,24442797,25934513,50014370,23839834,31554262
2343087,2416333,20712070,28324579,56451960,4364947
23442433,32924732,17946135,12118915,68508353,57287349
23454205,8018484,57657389,459077,459084,72456773
23459272,4492151,55049362,38458616,12567795,46623654
23459299,57904118,10194899,56046345,20557588,26431486
23463787,7770389,23518127,23518127,53082795,52241344
23476288,74623725,31602057,74141526,51571587,55469774
23482495,62737062,7820533,47271217,59322576,15013997
234886,249953,1060082,54017205,15682170,3220143
23503622,68579717,6991111,41265405,75510218,75520677
23515481,1714729,8159799,8023300,17884435,10703290
23518127,21440975,899654,23362701,171745,23518127
23536001,48432507,34476640,24505347,48452169,23536612
23536612,24428990,48432507,24448044,23536001,24505347
23556570,51235948,20549990,3648491,20549979,23556574
23556574,51235948,20549990,3648491,20549979,23556570
23556576,52774785,52774775,36996186,36996478,486701
23556592,16966887,10003165,17908150,32931450,23556604
23556594,3277475,5983519,5983423,5986733,25300127
23556604,16966887,10003165,17908150,32931450,23556592
23566124,17616497,116897,21126896,32057976,36768776
23566988,25309442,15079790,34723316,7783307,56320903
2360457,66773643,14507169,41318754,43865002,43924153
23783035,48452169,24505347,23536612,24448044,48432507
23789300,55320027,57750621,21921714,74829862,16014872
23790776,66708181,58470334,57656568,21572053,21569900
23802806,27654198,74850075,27655381,63191179,26166686
23805047,41694647,16208533,8114282,8114283,7117761
2383179,27777121,14497415,381162,454834,55930758
23838887,56251340,52251276,68417073,22568380,23839834
23839834,23413669,68417073,52251276,56251340,23838887
23852057,56320903,45123323,16626395,19992253,15079790
23865953,16520424,16519193,11213994,31820638,14084476
23889132,28017110,57306483,55354528,7801273,67845003
23911709,26166686,75978400,23802806,448538,11199995
23935250,21261960,44681013,73172863,71663942,21329314
23973713,48549296,51842523,48633891,19782056,9845366
24155057,46183656,25731976,9797918,34582020,19577881
2416085,23410417,2508067,2547027,47516974,75514029
2416333,15669084,28326201,52341443,28326998,4364947
2419567,17616497,10001479,10002068,21731970,32057976
24200801,990751,618461,25892097,11199995,618526
24255305,55873620,41446843,17473989,17475042,17474656
24281353,12567651,68259526,69387401,59471172,51063611
24343930,59288875,41819516,33078123,73476077,73641065
24348434,25476219,46614660,43813180,20241698,44018311
24408779,42564424,71674971,58298176,11239836,57440329
24409292,784972,187278,1074044,24558526,22807057
24428990,34476640,48432507,23536001,24505347,23536612
24442797,68821409,50014370,817776,14815404,13335028
24448044,34476640,23783035,23536612,48432507,24505347
24454099,70000381,57642927,24456725,21201528,36344502
24456725,60228865,7816939,21201528,36344502,57642927
24489730,25248696,40691443,2546979,4539349,34520643
24505295,72290345,66773643,74776150,72038887,38705394
24505347,24428990,48432507,34476640,24448044,23536612
24558526,1074044,613193,187278,22807057,24409292
24595414,54455779,57508317,74983716,54534507,58403905
24596629,66958647,2508067,4688757,6991111,35302658
2462825,50082914,233129,233129,4312259,554912
24644338,54432315,74561265,6817797,11715709,59471318
24727789,57912964,32373575,76217352,32453922,76223148
24736190,69387401,59471172,68259526,12567651,51063611
24766023,29339417,20583823,5950363,45123323,5950575
24783004,32102874,25210183,47088265,73378806,11230151
24785618,13605830,11353901,24902640,20907214,24785855
24785855,13605830,20907214,11353901,24902640,24785618
24787086,17465719,17465702,13687106,17465709,33740550
24787428,9977722,605223,6304783,9977527,33740551
24789224,73378806,11230151,73252501,28324610,29601707
24801234,7518567,25892097,29042164,28927788,27609946
24830860,21176086,20352015,22362836,58986461,58133783
24852048,46623654,12567795,29572815,62445418,58624734
24865067,71655498,66650870,16262699,13781962,14265753
24902640,24785618,7066573,7066207,24785855,11353901
24913465,11370697,14349619,22362609,69192869,70799822
24932961,74955104,66746416,55210024,71291990,74572230
24945084,3812659,44065922,52711975,654491,24945899
24945899,3812659,44065922,52711975,654491,24945084
24969443,21329314,27147619,66689432,21442742,7801273
24989503,8159799,19800169,8023300,13918145,24989957
24989957,1714729,19800169,8159799,8023300,38151960
249953,1995735,1060082,25062191,234886,3220143
25006660,311788,67179382,575389,575388,26029837
25007161,25006660,575389,311788,26029837,575388
25062191,51668332,38144690,77718549,8141868,48483174
25078249,389145,54665,54665,4312979,4312979
2508067,66925961,35302658,4688757,24596629,6991111
25100431,871386,70840299,2131361,11225097,49360016
25164931,71151380,72457285,12331769,19986634,20410431
25171293,38144690,51668230,25062191,77718549,15088370
25184004,17473989,17474656,40547505,41446843,77907594
25191433,57421895,18002124,25198038,22021148,67861239
25198038,18002124,22021148,6506587,67861239,25191433
25206026,12404601,4026305,11407472,35920722,74311543
25210183,35339652,32102874,25693431,73378806,11230151
25231861,15096383,11858913,14270619,21973916,16717623
25248696,24489730,2546979,34520643,4539349,40691443
25273762,14845231,9839803,11370697,10866806,3072473
25288034,50721406,46654004,51153207,76184540,22281227
25292548,2546979,12321426,25402524,32021463,14104460
25300127,548529,548545,3548811,76732229,548535
25309442,7783307,56320903,15079790,10806848,11245618
25325318,63912442,54487123,54616399,36710007,33342185
2533165,34979619,6710017,7089529,20053400,19986875
25380555,68259526,59471172,66940247,58666606,78616056
25402524,44003914,2566051,2546979,843460,32021463
25403150,45163095,44954579,6473627,21416460,21047980
25404882,19907399,73612703,72634099,38997194,70823216
25433290,67239490,67030680,55892148,74910933,49546884
25451926,11649798,11614069,58390031,33651411,33651473
2545821,17926831,56320903,14241258,5850113,27946536
25468367,10671551,5511229,22436063,1524461,17929212
2546979,4539349,44003914,843460,25402524,32021463
2546983,44579109,34718955,15096383,19884568,6715805
2547015,5899427,44801520,45075149,5866569,5866557
2547027,47516974,41265405,23410417,2416085,75514029
25476219,46614660,20241698,24348434,44018311,48527132
254794,60030176,44231732,44232101,227404,1057882
25487999,69459839,74304197,45125717,45268753,104180
25501830,19767845,73612703,42749111,41502230,41499593
255023,74246209,3220163,11477102,1324787,1059170
25557326,7320225,75551911,13145075,7471335,9802393
25648528,45339653,59429978,26305965,26062659,38440074
25656707,25325318,66541696,15280632,29655357,26669160
2566013,10603363,4688897,23020359,56833406,15380161
2566029,10001479,21731970,4754815,847472,54852821
2566045,8194256,950402,57654514,16645022,4708511
2566051,2546979,25402524,32021463,4707761,843460
25693431,16651189,32102874,35339652,73378806,11230151
25696258,46037816,14313154,26029929,50253867,10671551
25719489,22363766,22364222,47620990,25764693,44892063
25730627,35532358,74317085,34942635,74176622,34942696
25731976,7546725,34582020,19577881,24155057,33158589
25732951,11241055,588800,3953455,4252075,10590207
25749035,48102821,14790642,22413470,74247140,70772235
25753906,16079268,44349631,15350656,42126872,58667989
25761647,11048947,10113725,44911333,8194256,49411968
25764693,55510736,47488413,47620990,25719489,44892063
25770121,4897521,1011522,10576733,14785024,73922514
2585745,56515226,2927891,13745119,33573544,28937832
25892097,618461,556507,43801338,964223,4333879
25918805,54913203,52717588,53516830,56027838,29396058
25922110,43761442,13302966,32933095,32933095,6986847
25933434,25935590,73811766,70332634,55596971,74304197
25933898,21329314,59085882,21442742,7801273,12391035
25934513,26339198,23413669,31563944,31554262,72633571
25935590,70332634,25933434,73811766,35580965,74304197
25962819,15351084,15356062,51987865,16308170,16293310
25965194,55246585,74631286,8144693,73324095,44784387
2596899,52220154,26664755,4688759,38133993,6991111
25975534,22194381,50293293,52850318,32308294,13678777
26024733,21022062,33000095,77950721,42299204,46172558
26029837,3831591,25006660,311788,575389,575388
26029929,25696258,46193718,53631890,50253867,14313154
26036139,48507969,56399103,22198240,53017339,6655899
26053910,15506461,48278979,54582248,51055877,51050952
26062659,73476077,59429978,26305965,38440074,25648528
26087099,55985257,16988898,5895559,5876277,8096306
26093257,35373097,26348659,52889826,56885678,52333193
26103566,74853954,44579109,14612949,34575579,20244830
26138423,50721406,70000381,22281227,60228865,46654004
26166686,26315122,448538,74850075,23802806,63191179
26218953,8315046,8315202,8315056,8315121,31837271
26274900,20271580,15163759,33793341,41694647,71897367
26288854,3953455,5050641,48701295,76192331,20276836
26289675,2001029,51510460,53639147,3524487,51511070
26292596,21134184,53065465,6841341,6376015,13145075
26299790,37000912,64319112,51153207,25288034,76184540
26305965,73476077,38440074,25648528,59429978,26062659
26314426,17473989,763155,12477248,12477248,24255305
26315122,76029885,32200279,10706160,33164951,10706084
26334631,77324966,15073893,32933371,28414681,17946135
26339198,13335028,55410457,21035641,14815404,54585483
26341625,33360472,21857291,42648299,7494785,17038778
26348659,48273751,52333193,72928043,52889826,35373097
26359414,74496917,15129417,58298176,11239836,11676550
2638665,14069536,31602057,19408798,591960,23368835
2640471,13328288,47994357,8823213,8822674,1418743
26431486,52711513,10194899,57904118,20557588,23459299
26432268,55930758,454834,381162,44887514,408195
26434415,73476077,16050746,11078510,17783779,59288875
26465463,20996983,15792427,16458389,11388785,45830277
26473455,77718549,35460128,15088370,10793468,25062191
26487804,2688679,2688703,21078695,68532909,74854546
26487851,49360016,2130371,70824061,22052301,73271125
26627033,51436880,19928605,41791430,45268753,35533761
26664755,66925961,41265405,66958647,48592245,66940778
26669160,56313543,66541696,29655357,37944329,25656707
26689717,11528190,11528560,13150843,35729836,26691653
26691653,11528190,11528560,13150843,35729836,26689717
2669195,68358114,7734288,5371673,3922389,32111995
26693825,20589215,28326998,31001562,28324579,2416333
26708402,33360472,21857291,7494785,75993812,10606661
2682881,642648,1760987,21022062,1498487,2680853
2688679,68532909,1680881,1682395,1274913,2688703
2688703,68532909,1680881,1682395,1274913,2688679
27147619,44213819,24969443,7801273,21261960,72920029
27526075,42272602,28982293,33943919,32705514,32708225
27600669,56037105,44183140,71567079,74893159,44144695
27609946,9679946,7518567,29042164,28927788,24801234
27654198,11199995,63191179,23802806,15219201,27655381
27655381,26166686,448538,23802806,27654198,15219201
2774881,7739073,4331913,6919753,11443614,8299504
2775643,10724668,10680458,10680458,11834620,2775643
27777121,44579109,2383179,52627677,55930758,454834
2784543,8018484,23454205,72456773,15445767,5446101
27856093,4032669,5452277,10751487,19763307,7176411
27910586,71087291,11118211,54477810,73109434,71209699
27922157,57051581,15356062,53254176,16572969,62731979
27930598,50305901,50316874,39067186,50721406,22281227
27946536,2545821,14241258,23852057,56320903,15079790
27977454,41574489,52889826,52333193,56365197,36780619
28017110,67845003,66689432,57306483,55354528,7801273
28075354,48586861,79239442,13379768,1911005,4345687
28240413,15971921,55934345,10603363,15380161,35795143
28241326,51697953,48738374,57357726,76226922,13334578
28252100,74246209,11477102,54017350,1059170,1324787
28266428,21078695,2688679,2688703,32223343,31520349
28297375,31245660,1892025,556260,23404135,51436880
28324579,28326998,52341443,2343087,28326201,49227944
28324610,73378806,11230151,73252501,24789224,29601707
28326201,2416333,49227944,28324579,52341443,28326998
28326998,49227944,28324579,52341443,2416333,28326201
28364394,17618382,16533906,69149307,10006134,58039891
28414681,32933371,74304197,19362591,26334631,17946135
28437643,6009539,6039457,6039405,6012645,6012693
28527933,50240540,23068516,57876590,57742831,32189703
28571379,13580400,35460128,4028301,19242072,7383363
2859451,73987485,50326880,8326109,3171419,2860621
2860621,1097744,8326109,2859451,3171419,73987485
28623307,67216147,36264193,14507169,66773643,44106461
28624284,19460704,11217956,11254535,35170466,35281385
28733908,975370,8163884,14069536,51571587,31602057
28736624,11522917,34520643,11241055,50227423,21353546
28754687,5403891,56714697,13670608,3428585,10086966
2883897,21440975,36189537,11191145,361277,2883909
2883909,25732951,4252075,588800,1044890,2883897
28912009,74274442,50237107,4331913,52087768,34790708
28927788,77105849,67260812,29042164,24801234,27609946
28937832,74853954,3416201,65074378,2585745,33573544
28982293,32705514,27526075,32708225,33943919,42272602
2901371,29837913,419479,419326,2903577,2902221
2902221,419326,2010093,75514309,2901371,2903577
2903577,2010093,2255419,75514309,2901371,2902221
29042164,49020913,67260812,27609946,24801234,28927788
29114376,15598839,3685791,3686091,14143226,29114814
29114814,15598839,3685791,3686091,14143226,29114376
29240786,29244640,29248443,29246309,29245831,29240829
29240829,29244640,29248443,29246309,29245831,29240786
29244640,29246309,29245831,29247864,29248443,29245829
29245829,29246309,29245831,29247864,29248443,29244640
29245831,29246309,29247864,29248443,29245829,29244640
29246309,29247864,29245831,29244640,29245829,29248443
29246344,29244640,29248443,29246309,29248122,29248124
29247864,29246309,29245831,29248443,29244640,29245829
29248122,29244640,29248443,29246309,29246344,29248124
29248124,29244640,29248443,29246309,29248122,29246344
29248443,29246309,29245831,29247864,29244640,29245829
2927891,13119283,65074378,7614405,56515226,13745119
29339417,5950457,5950363,45123323,5950575,24766023
29396058,54913203,52717588,53516830,56027838,25918805
294065,8197740,54002739,23518127,23518127,58340599
29425483,53642202,11415485,20712584,20712264,20711020
29455014,17475042,17474656,17473989,22883541,20393324
29466943,69459839,74317926,45125717,74348608,14034624
29572815,52333193,855600,58624734,35726089,62445418
29601707,73378806,11230151,73252501,24789224,28324610
29655357,58731373,56313543,37944329,66541696,15280632
29837913,419479,1523227,459632,23382542,764198
29931445,62263771,74556919,63839533,69271416,58065346
299431,203734,54665,54665,389145,299461
299461,54665,54665,389145,76781356,299431
29950661,13119283,10860173,22028042,56515226,7614405
3018149,426223,3642417,3220933,461040,461038
30191778,16520424,11375305,4048581,16519193,11213994
3040151,11794382,71655498,50424465,7395667,62266000
3054369,77918557,67567419,22030673,67480516,76181490
30676879,15350656,44349631,16079268,16106838,20612430
3072473,22363766,14845231,9839803,25273762,10866806
30857999,65030877,576880,576784,556922,998687
30886874,54534507,72836349,58271504,54744314,44066765
30987213,10001373,10001369,7064939,75583326,75580631
30987623,52220154,15849363,48592245,4688757,8826583
31001562,28326201,52341443,28326998,2416333,28324579
310917,55897,55897,310993,310993,310917
310993,899588,52241344,310917,310917,310993
31142917,51510460,3524487,5904663,1819263,5911429
311639,15226911,11633356,2067059,15129417,73992109
311788,575388,575516,575519,575505,26029837
311940,75520677,10113725,16221071,22153584,311969
311969,75520677,10113725,16221071,22153584,311940
311976,1036160,575388,12735027,575591,26029837
31204167,21261960,23889132,8387060,67845003,43776278
31238288,48452169,23783035,48812108,53468229,37929811
31245660,556110,50239829,556116,74197591,556124
31261844,32111995,62242668,38309582,11802138,42333095
31262507,416978,12527803,12527803,56248606,21057555
31276832,71159365,35729879,52400151,66425192,63494589
3149143,547563,3209613,20412302,708026,20904905
3151113,53017339,3157565,8130816,31522301,3155853
31520349,35909293,50117543,50438593,15246396,32223343
31522301,2066599,74317926,43369992,3151113,8130816
31547651,59166004,74246209,15013997,53447698,33142561
31554262,26339198,23413669,31563944,72633571,25934513
3155853,3151113,10566733,557163,50297272,3157565
31563944,55410457,26339198,25934513,72633571,31554262
3157565,45410530,50297272,10566733,557163,3155853
31602057,21578204,14069536,74141526,51571587,74623725
31621490,59429978,25648528,38440074,52069061,45339653
31647432,171745,23518127,23518127,52241344,12090644
31665279,11230151,6487641,6497395,6498249,5502417
31685803,44633444,1908869,9839803,23068516,11370697
3171419,73987485,50326880,2860621,1097744,8326109
31820638,11465847,16519193,11213994,14084476,23865953
31823982,35339652,25693431,73378806,11230151,32105143
31837271,8315202,8314996,8315046,8315121,8315056
31897051,8645787,66977630,57452525,899654,899588
31958424,56312920,13561036,55780679,82075493,53654257
31966736,26315122,33164951,26166686,63191179,74850075
31980817,10001373,16135710,75583326,75580631,41167737
32021463,25292548,2546979,2566051,843460,25402524
32033717,33815238,33969367,33996665,34016501,32033730
32033730,33815238,34016501,33969367,33996665,32033717
32038170,19988255,19767845,41502230,73612703,55035537
32041253,56308749,23410785,56612173,56597141,8122678
32052984,35620000,22828984,49004988,49004211,41791430
32057976,10002068,21731970,23566124,36768776,2419567
3209613,754249,582271,9825203,20904905,547563
3209659,1610105,1609191,10777708,1907615,10785805
32102874,35339652,11230151,73378806,57035168,55366883
32105143,25693431,35339652,31823982,73378806,11230151
32111995,7739073,5371673,7734288,3922389,2669195
32118160,546664,20412302,459152,72308267,19701154
32132163,25325318,73286990,33342185,68592591,54624306
32189703,57876590,55510736,57742831,50240540,28527933
32198166,10706084,26315122,33164951,76029885,32200279
32200279,38323087,10706084,26315122,76029885,32198166
3220143,249953,1060082,1059892,15682170,234886
3220163,28252100,255023,11477102,1059170,1324787
32204730,54393507,68976582,13764494,54635796,68554054
32205118,48490928,22596017,60228865,49867819,22383687
3220933,4877909,426320,3018149,461038,3222489
32223343,13677438,50117543,50438593,15246396,31520349
3222489,3018149,426320,461038,4877909,3220933
32240803,12370066,67821208,12326573,12138568,50488569
32246331,67106618,509716,459733,43973407,8608925
32308294,25975534,50293293,52850318,11094090,13678777
32317296,54406076,59186525,52155021,59186435,32317486
32317486,54406076,59186525,59186435,52155021,32317296
32346702,14039112,32833167,6478415,15669028,14261761
32373575,57912964,44349631,76217352,76223148,32453922
3237483,16385902,588800,10590207,11241055,14681554
32397112,49004988,22967676,35620000,54378048,22828984
32399542,46037816,66708181,10671551,25696258,26029929
32408303,33108554,38761476,37130119,32414731,36733577
32414731,33108554,37130119,44184322,42953815,38761476
32425367,14496225,46621334,25062191,74246209,65395332
32453922,57912964,24727789,76217352,32373575,76223148
32454377,6479167,5849479,22635666,7152321,21163516
32505959,35339652,25693431,57035168,73378806,11230151
32586832,44231732,41318362,51884751,7820533,59322576
32591390,11477102,71523843,15013997,53447698,59166004
32648364,52675312,76307576,76307596,74558974,32648365
32648365,52675312,76307576,76307596,74558974,32648364
32705514,42272602,28982293,33943919,27526075,32708225
32708225,42272602,28982293,33943919,32705514,27526075
3277475,1311789,828429,20200144,20200132,4193095
3278949,10003165,19395453,23556592,23556604,3281929
32809813,10690707,10719040,10719006,50587112,14104450
3281929,23556592,23556604,67447238,19395453,3278949
32829823,22198166,72217122,56597141,76161572,56799621
32831638,66792707,10606661,26708402,75993812,52295579
32833167,53444660,48430140,15669028,14039112,6478415
32836957,19992253,33158589,35951327,8490373,16258285
32850002,19362591,46607008,45125717,74348608,16563297
3288183,14934071,6304783,9977722,9977527,1011988
32920487,52695502,52696677,52696541,16966891,32920512
32920512,52695829,52696677,52696541,16966891,32920487
32923633,56451960,52341716,49729246,12357776,20712070
32924732,7496499,8290598,23107340,8066832,10593537
32931450,23556592,23556604,16966887,16033028,17908150
32933095,6986847,43761442,12110556,13302966,32933095
32933371,28414681,77324966,17946135,26334631,15073893
32937961,56312920,23258088,21464946,625684,76358835
32974138,56308749,23410785,53611551,8122699,56597141
33000095,704654,70567940,13764494,53599451,58053725
33055140,46155766,73844240,46779514,48116252,38242369
33075647,37028355,32414731,33108554,38761476,56090374
33078123,73641065,59288875,24343930,73476077,41819516
33108554,42953815,33075647,32414731,37028355,38761476
33108693,68369702,14033612,14033602,72128653,38072358
3311319,447634,502118,502158,502088,502113
33115720,57811160,53444660,14039112,15669028,48430140
33132460,53654257,21313534,5851483,12630187,52502814
33142561,8159799,8023300,71523843,24989503,12716267
33158589,32836957,16626395,34582020,46183656,25731976
33164951,49728912,49729049,10706160,10706084,26315122
33232596,6398873,6403163,763155,25476219,54395210
33233321,43813180,70631732,37130119,45209285,33234685
33234685,32414731,70631732,38761476,74909416,33233321
33279197,19842919,11664604,54818164,15333988,56200767
33307083,64319112,73125075,37000902,37000912,70781319
33342185,19772651,56458881,54487123,63912442,25325318
33360472,26708402,7494785,54894940,2034021,17038778
33421701,27655381,46779514,48738374,46828889,35737361
33448286,54818164,14313154,12030322,11664604,11510490
33573544,2927891,56515226,13745119,2585745,28937832
33651411,11649798,11614069,25451926,58390031,33651473
33651473,11649798,11614069,25451926,58390031,33651411
33722520,4169825,16963971,4092401,8021522,16047845
33732222,72913605,35328686,48184433,73172863,33748673
33740550,59452897,17465719,17465723,17465702,24787086
33740551,15222490,9977722,9977527,6304783,6771887
33748673,72913605,35328686,73172863,48184433,33732222
33752056,54008310,10769253,49020913,29042164,42320500
33786496,43742273,11236009,104180,359492,379462
33793341,21731970,3428585,13670608,10086966,28754687
33802447,33996665,33969367,33928555,33911924,33815238
33805583,23068516,14845231,22363766,22364222,44633444
33815238,33969367,34016501,33928555,33911924,33802447
33911924,33996665,33969367,33928555,33815238,33802447
33928555,33969367,34016501,33802447,33815238,33911924
33943919,42272602,28982293,32705514,32708225,27526075
33969367,33911924,32033717,32033730,34016501,33996665
33996665,33815238,32033717,32033730,34016501,33969367
34016501,33815238,32033730,32033717,33969367,33996665
34159174,56962891,54439144,12274956,53708750,68308394
3416201,56515226,65074378,28937832,3424667,3424667
34177220,2054469,5986195,3524487,2001029,14078676
3424667,74853954,65074378,28937832,3416201,3424667
3428585,5403891,56714697,13670608,10086966,28754687
34338489,53017339,71142100,71112874,21582145,59433314
34414903,79857302,56365197,48102821,62715859,21017060
34465326,9977527,71567079,14904115,14904488,40369758
34476640,48452169,23536001,24448044,23536612,24505347
34499647,73309592,73308614,46654004,56540134,21401957
34513368,11607917,4747467,41556669,6509743,11199435
34520643,32021463,40691443,4539349,25248696,24489730
34531250,59301695,58390133,20997191,58473284,19336345
34557311,8826583,47516974,47081914,22153584,40737659
34574630,55848764,74955104,55600000,55445629,9793897
34575579,14612949,44579109,426320,26103566,20244830
34582020,24155057,19577881,46183656,16626395,9797918
34709360,575591,73937067,13862477,16675019,14186220
34718955,16717623,5849439,8729404,44579109,19884568
34723316,36652304,10806848,56320903,15079790,7783307
34790708,51030375,4331913,50237107,52087768,28912009
34862764,25693431,35339652,32102874,11230151,73378806
34942635,34942696,12539362,35532358,25730627,74317085
34942696,12628815,34942635,74317085,74176622,25730627
34979619,711323,1760987,21022062,35195236,711112
35170466,11217956,36264193,19460704,11254535,35281385
35180436,72454862,454834,26664755,408195,381162
3519947,4679003,4597127,4374799,4315713,16069502
3524487,2001029,51511070,26289675,53639147,51510460
