,Product_1,Product_2,Product_3,Product_4,Product_5
50293293,32308294,11094090,13678777,67619329,52850318
50297272,23198944,3151113,54392117,3157565,3155853
50305901,56748461,22281227,50721406,39067186,50316874
50316874,56748461,22281227,50721406,39067186,50305901
50317255,31602057,7320225,74141526,51571587,14069536
50319688,52889826,48273751,52333193,22413470,56365197
50326792,74348608,11239836,69459839,45268753,4497817
50326880,2860621,73987485,3171419,8326109,1097744
50360052,10690707,50586067,50569192,50586365,50570089
50375507,1536285,44984825,68828151,54789931,52789693
50421557,50421559,3665301,50421562,50421561,50421565
50421559,50685658,50592897,50685581,50421561,50421562
50421561,50692303,50592903,68655745,50421559,50421562
50421562,50692301,50592897,50685658,50421561,50421559
50421565,50421559,50421562,3665301,50421561,50421557
50424465,7395667,3040151,62266000,12485554,11794382
50425704,50685658,11616101,50702923,50592905,50692305
50425707,50685658,50702917,50421559,50592897,50685581
50425709,68655745,50692299,50421557,58545325,50702919
50434531,34574630,55244349,4432845,51087321,43921961
50438593,35909293,13743101,15246396,31520349,32223343
504683,1508575,845378,845744,20521067,20519658
50469265,47868431,73329078,57876590,57742831,28527933
50488569,45163095,44954579,12370066,68645736,32240803
50491560,68125744,68467585,71505389,58566938,54384395
50497876,16398913,4794489,52433106,460145,53227387
50500252,76085058,41195639,4492151,54639263,52089160
5050641,3953455,4252075,48701295,26288854,20276836
50560408,52646223,47101594,47126562,47126554,47126547
50560418,50560441,50560420,50560433,50560429,50560427
50560420,50560441,50560418,50560427,50560429,50560433
50560427,50560441,50560420,50560433,50560429,50560418
50560429,50560441,50560418,50560427,50560420,50560433
50560433,50560441,50560418,50560427,50560429,50560420
50560441,50560429,50560433,50560420,50560418,50560443
50560443,50560429,50560433,50560420,1010522,50560441
50562851,70799822,69192486,53997901,46758948,50598485
50569192,10690707,50570089,50360052,50586067,50586365
50570089,10690707,50569192,50586365,50360052,50586067
50586067,10690707,50586365,50360052,50569192,50570089
50586365,10690707,50586067,50570089,50360052,50569192
50587112,50586067,50569192,50586365,50570089,50360052
50590603,50592897,50702927,50590611,50590605,50590607
50590605,50592897,50685658,50590611,50590607,50590603
50590607,50685658,50702927,50590611,50590605,50590603
50590611,50592897,50685658,50590605,50421559,50692301
50592897,50421559,50425707,50421562,50702927,50685658
50592901,50692305,50425704,50592905,50692299,50702925
50592903,50685581,50421561,68655745,50692303,50702921
50592905,50702925,11616101,50692305,50425704,50702923
50598485,70799822,69192486,46758948,50562851,53997901
50604092,11199435,57316596,17954259,37891357,17954263
506497,11094090,205544,491431,491442,506502
506502,491442,491431,11094090,205544,506497
50658476,10736184,11199435,49368888,44224953,13115242
50685581,50702917,50592897,50421559,50685658,50425707
50692299,11616101,50692305,50425704,50592901,50702925
50692301,50590611,50592897,50685658,50421562,50702927
50692303,68655745,50702927,50421561,50592903,50702921
50692305,50685658,11616101,50702923,50592905,50425704
50693254,53967374,459084,52269671,72308267,51200545
50693558,58023971,53056161,53080935,16964464,47374311
50698333,54582174,54119409,55239002,54615754,54144031
50702917,50421559,50702921,50425707,50685581,50702927
50702919,50692299,50421557,50692301,50425709,58545325
50702921,50702917,68655745,50702927,50592903,50692303
50702923,50702925,11616101,50692305,50425704,50592905
50702925,50592905,11616101,50702923,50692299,50592901
50702927,50702917,50421562,50685658,50692301,50592897
50711490,34790708,4331913,56873256,52769271,50237107
50721406,22281227,56748461,50305901,50316874,39067186
50739872,52432443,4794489,52433106,50497876,53227387
50772516,31837271,17474656,17473989,55576273,74883580
50796737,1907615,8141066,8141065,50230120,63140411
50817650,35373097,52889826,48273751,22413470,52333193
508536,6734149,7494785,75993812,26708402,537791
50883140,51368046,78511861,11897820,49993513,49993511
50937043,36710007,29655357,52608923,66541696,67975846
509716,15335893,43973407,32246331,8608925,459733
51029564,24448044,48432507,23536612,24505347,34476640
51030375,2669195,3922389,74274442,4216333,51343843
51049077,31602057,21578204,74141526,70761592,74623725
51050952,15506461,55146278,54582248,26053910,51055877
51055877,55146278,48278979,54582248,26053910,51050952
51059393,51571587,21578204,74141526,31602057,16718181
51061423,48507969,21582145,56399103,22198240,59433314
51063611,69387401,12567651,59471172,24281353,24736190
51087321,73788524,34574630,43921961,50434531,4432845
51092786,11676550,6655899,75301142,51352620,15129417
51119854,51343843,8138271,51030375,56873256,55571724
511328,6012693,6376015,6039457,6039405,28437643
51133790,7770389,74267277,899654,52241344,389145
51153207,25288034,68645736,12422076,76184540,70000381
511960,74559331,74857633,10143147,455445,459840
51198977,11239836,67752435,54350617,58298176,71674971
512224,491372,459843,1060082,511960,455526
51235932,76273925,14463242,55096350,51235948,51235942
51235942,52646223,50560408,55096350,51235948,51235932
51235948,14463242,824344,55096350,51235942,51235932
51326736,34942635,58263379,55665054,12628815,74317085
51343843,3922389,56873256,74274442,4216333,51030375
51352620,2067059,11633356,46156090,59302735,15129417
51368046,76166974,78511861,56821778,11897820,49981979
51370968,39056842,76777564,72575377,75641272,76310232
51424090,66573446,556922,13115242,54889013,44224953
51436880,20997533,23404135,3663329,11412868,51939322
51466982,54023404,71293311,36618600,16420605,16420565
51470490,26434415,41819516,33078123,73476077,59288875
51470901,14970347,26341625,69238917,54894940,17038778
514927,554912,55897,55897,233129,233129
51501467,51697953,48738374,10795860,68266193,76226922
51510460,2001029,26289675,53639147,51511070,3524487
51511070,2001029,3524487,53639147,51510460,26289675
51518382,56821778,42953815,23172601,51368046,49981979
51553387,63839533,84709895,55584843,55138557,57127752
515550,55897,4312979,4312979,360660,515551
515551,361277,36189537,515550,360660,122012
51567611,56451960,20712070,52341443,2416333,52341716
51571587,21578204,74141526,74623725,31602057,14069536
51593115,81926706,57447641,67709566,56799815,53978256
51599592,546664,32118160,2052377,21339631,49626554
51615378,17620717,15351084,7458771,16308170,51987865
51633569,52588635,52774775,1513667,47361629,47099809
51640190,11449535,11449535,691755,208248,208248
51668230,7589409,19772753,49658272,8141868,51668332
51668332,8141868,19772753,49658272,43017581,51668230
51697953,28241326,46155766,66605328,68438022,9862464
51717579,74193765,42084193,73681045,73681047,44244493
51720703,75396549,14069536,51571587,50319688,20139040
51729979,23393172,56195676,57912964,60050735,51845073
51731751,67487234,44954579,69190011,71073358,71070322
51737821,57654514,67845003,20076325,31204167,43776278
51842523,74529030,74566674,75538697,74561247,48549296
51844900,21329314,53327198,7801273,21442742,23304368
51845073,23382542,75514309,56195676,829158,51729979
51854334,32933095,32933095,11213554,25922110,6986847
518633,529902,556922,998687,38518662,518679
518679,556922,529902,998687,518633,38518662
51884751,41318362,72881850,54680052,68793627,59322576
5193379,13328288,1418743,9796817,76265784,74459767
51939322,10949871,62754437,46221893,19928605,51436880
51946843,55880882,75540623,53788968,53788962,54635796
51971799,59168467,56365197,52333193,25749035,70772235
51987865,16293310,15351084,7458771,16308170,51615378
51996138,4794549,4794489,52433106,16398913,51996140
51996140,4794549,4794489,52433106,16398913,51996138
52021710,54903225,40958139,45437829,67849471,52037571
52033195,56697301,465219,12011510,53967374,21526737
52037571,40958139,67870963,45437829,67849471,52021710
52069061,31621490,48587009,35260971,45339653,35266279
52070229,75643830,74853592,71938164,71052709,71051598
52087768,50237107,51030375,51343843,28912009,34790708
52089160,76126279,54639263,52402442,13572054,4492151
52093852,20997191,34531250,58473284,20919759,38215482
52107286,52333193,61224691,26348659,35373097,46563491
52155021,54406065,32317296,32317486,59186525,59186435
52192239,11582921,25732951,588800,10590207,11023405
52220154,7144625,8826583,6991111,15849363,21030723
52236758,74496647,70799822,23068516,75356672,68771432
52241344,26029929,50253867,23463787,14313154,53082795
52244173,13572054,54639263,55049362,44009404,52402442
52251276,57437733,68417073,23839834,22568380,56251340
52269671,21526737,50693254,18003803,51200545,53967374
52289366,74829862,52497383,44772856,72638706,73887824
52294251,13406653,72307761,53115576,55517153,60228865
52295579,21857291,7494785,10606661,75993812,26708402
52297633,56313543,65576750,17589287,65104045,53582482
52324969,23291246,21742830,53327198,22093519,20806296
52329142,15598839,20521067,2688703,2688679,53245166
52333193,48273751,72928043,35373097,26348659,52889826
52336074,10671551,58470334,25696258,58326163,32399542
52341443,28326998,49227944,28324579,2416333,28326201
52341716,49729246,2343087,38089568,56451960,51567611
52347882,53245077,13861313,22481216,48484050,23285218
52355000,8021522,9986769,4754861,54096839,58002233
52368889,15351084,16308170,7458771,51615378,51987865
52373199,51615378,43973407,51987865,52368889,16667097
52400151,66425192,74492306,31276832,63494589,53827214
52402442,54639263,52089160,4492151,52244173,13572054
52406424,52481412,52480318,39047200,41274209,52417468
52410460,49993513,50883140,56720370,1376291,73123059
524227,502118,502088,447638,3311319,502113
52432443,4796403,16398913,52433186,4794489,52433106
52433106,460145,16398913,4794489,4796403,52432443
52433186,4796403,16398913,52433106,4794489,52432443
52472582,50598485,32189703,28527933,58227863,59271667
52481412,58146831,52406424,53330127,52417468,52480318
52487273,75982066,25062191,37503894,35460128,7383363
52497383,44633444,72638706,71513880,74829862,44772856
52502814,8163884,51571587,74141526,74623725,31602057
52528427,74572230,66746416,55445629,71291990,52539829
52539829,66746416,52528427,71291990,74572230,52945747
52562646,54384395,76101329,75754994,58899265,58566938
52588635,52699371,47361629,47099809,52588641,52588643
52588641,52699371,47361629,47099809,52588635,52588643
52588643,52699371,47361629,47099809,52588635,52588641
52608923,25325318,54487123,29655357,36710007,66541696
52627677,44579109,56714697,13670608,72036855,41384708
52631369,71907010,71893707,68088752,45168294,54638603
52644664,50883140,19844214,7016499,45839931,16738277
52646223,49405093,47624195,55096350,50560408,52646227
52646227,49405095,47126554,55096350,47624195,52646223
52655395,51235948,51235932,52780164,55096350,52780160
52675312,76352373,52675635,76307596,76307576,74558946
52675635,76307596,52675312,76307576,74558946,76352373
52678441,52699371,47099809,52588643,52588641,52588635
52695502,1513667,7412799,52696677,52696541,52695829
52695829,1513667,7412799,52696677,52696541,52695502
52696541,1513667,7412799,52695829,52695502,52696677
52696677,1513667,7412799,52695502,52695829,52696541
52699359,52588643,52588641,47361629,47099809,52699371
52699363,47361629,47099809,52588635,52588641,52588643
52699371,52588641,52588635,47361629,47099809,52699359
52702602,53716886,53639809,1513667,1676077,1675793
52711513,54406065,54414922,10194899,20557588,57904118
52711975,20555138,44065922,24945084,24945899,654491
52715468,69192869,23068516,44633444,74829862,52774378
52717588,54711313,56027838,58259141,54913203,53516830
52769271,7739073,2774881,50711490,4331913,50237107
52774378,69192869,23068516,44633444,74829862,52715468
52774775,486701,36996186,36996478,73157319,52774785
52774785,486701,36996478,36996186,73157319,52774775
52780160,54615754,55096350,47101594,54615752,52780164
52780164,1530039,54615754,55096350,47101594,52780160
52780662,54406076,54406059,54406065,54414922,54414906
52785519,52774785,73157319,58056454,48319361,50189662
52789693,582268,459084,68828151,50375507,54789931
52846433,22413470,24408779,52333193,37834745,14438455
52850318,11094090,32308294,13678777,67619329,50293293
52864995,46179293,58086409,72954000,20833539,58623988
52889826,48273751,72928043,52333193,35373097,26348659
52945747,54628125,55210024,52539829,74955104,74572230
529902,998687,576880,556922,518633,518679
53012051,52402442,44009404,52244173,41195639,55049362
53017339,26036139,3151113,56399103,22198240,48507969
53035877,49004211,22828942,35620000,32052984,41791430
53056161,294065,58340599,54002739,50693558,53080935
53065465,28437643,6009539,26292596,6376015,66153264
53080935,294065,58340599,54002739,50693558,53056161
53082795,299461,299431,44241909,23463787,52241344
53090589,34016501,32033730,32033717,53135819,53515396
53096666,419024,10690670,584802,418636,53266115
53115576,71105466,70000381,46654004,56540134,60228865
53128479,56540134,46654004,70000381,23198944,53115576
53135819,33969367,33996665,32033730,53090589,53515396
53181542,51615378,51987865,17620717,10021395,16667097
53227387,4794489,52433106,73759055,50739872,50497876
53227580,50188485,45437829,54903225,46650998,40958139
53245077,23285218,10766617,48484050,13861313,52347882
53245166,20519658,44065922,20555355,20555138,52329142
53250152,17038778,7494785,21857291,6734149,48464389
53254176,14469139,20637413,57051581,53704413,16572969
53266115,419024,584802,418636,10690670,53096666
53297644,52333193,48273751,22413470,49867500,58010310
53327198,23291246,12391035,71663942,21329314,21442742
533630,1666387,55994870,63483847,24505347,4747467
53384260,3831591,14388647,74561265,26029837,54432315
534213,56046345,1508575,1353567,2080951,44065922
53444660,33115720,15669028,57811160,48430140,14039112
53447698,71523843,57524517,19772753,49658272,15013997
53448839,56540134,70000381,14033974,60228865,46654004
53468229,31238288,65948026,36434333,48812108,37929811
53501421,22413470,35373097,52889826,59130781,52333193
53515396,34016501,33969367,32033717,53135819,53090589
53516830,54711313,58259141,56027838,52717588,54913203
53519932,31602057,13697766,81135664,58262987,23126129
53524053,2246513,6921779,14261761,54353418,32346702
53547831,66708181,46037816,17629146,53547999,17629257
53547999,66708181,46037816,53547831,17629257,17629146
53562788,10307879,54875165,59405214,72521998,63226094
535750,536240,4296745,756769,756784,756785
53582482,65104045,68481090,61818978,65576750,52297633
53585261,70639700,71951292,59548131,19842919,7768752
53599451,69507754,70567940,54393507,58053725,13764494
53611551,75643830,56597141,47499193,8122678,8122699
536240,756769,3819941,536260,756763,756761
536260,756769,3819941,536240,756761,756763
53631890,10671551,66708181,14313154,26029929,50253867
53635028,1605995,76186679,44984825,73937067,1536285
53638558,52702602,53639809,72006749,1513667,69201191
53639147,2001029,51511070,26289675,51510460,3524487
53639809,1513667,72006749,1676077,1675793,52702602
53639849,4441053,54414906,845744,845378,44065922
53642202,16521748,11468703,41239825,53646144,75948562
53643072,60228865,70000381,46654004,14036047,14035750
53646228,53716888,53716886,1676077,58056454,53646230
53646230,53716888,1676077,53716886,58056454,53646228
53650063,14497425,1530039,1534275,1534193,1534583
53654257,21464946,31958424,13561036,56312920,82075493
53683384,19763307,5452277,10751487,9488961,27856093
536965,74141526,74623725,31602057,1011253,550442
53704413,14469139,20637413,57051581,16572969,53254176
53708750,20412302,56962891,73937067,34159174,68308394
5371673,32111995,68358114,3922389,2669195,7734288
53716886,72006749,1675793,53639809,52702602,53716888
53716888,53646228,1675793,52702602,53639809,53716886
53727656,60228865,51153207,56748461,20621846,12422076
53749482,50592901,68655745,53757396,50702925,53760828
53751834,50425704,50702925,53757396,53749482,11616101
53757396,50421557,50421565,53749482,68655745,53760828
53760828,35933885,50425709,53749482,68655745,53757396
537791,6734149,7494785,75993812,26708402,508536
53788962,57652434,51946843,75540623,55880882,53788968
53788968,56694005,51946843,75540623,55880882,53788962
53798008,11230151,57035168,73378806,55366883,35339652
53827027,55880902,73830099,73831096,72535930,58388702
53827214,63494589,66425192,74932860,74492306,52400151
53833095,54058645,70765398,31276832,45339109,63839533
53853891,8326109,73987485,14785024,1097744,3171419
53895945,21035641,13335028,21201739,14815404,43107996
53896395,52333193,74247140,48102821,22413470,70772235
53924489,10603363,13307708,21221639,71641304,15377266
53967374,52033195,21526737,52269671,51200545,18003803
53978256,77348600,57447641,67709566,51593115,56799815
53997901,70799822,69192486,46758948,50562851,50598485
54002739,23518127,23518127,8197740,294065,58340599
54008310,10769253,36306343,990751,49020913,54011966
54011798,60228865,72105035,46654004,56748461,22281227
54011966,990751,36306343,991339,49020913,54008310
54016302,1530039,2121041,47624195,2121037,1534193
54017205,1060082,1059892,44232899,3220143,234886
54017350,74246209,11477102,28252100,1059170,1324787
54020076,36240066,75640644,68297085,77035469,80978486
54021947,15674038,20412302,46645696,1685931,17967481
54023388,54478250,41319582,54023400,54023421,54023404
54023400,43665335,41319582,54023421,54023404,54023388
54023404,54478250,41319582,54023400,54023421,54023388
54023421,54478250,41319582,54023400,54023388,54023404
54028954,68596326,66425192,52400151,31276832,35729879
54029519,56904924,58247593,57422387,54029523,54181973
54029523,59581811,57422387,58247593,54181973,54029519
5403891,3428585,10086966,13670608,28754687,38115363
5403959,7546725,16717623,14270619,25231861,15096383
54044672,9977527,45268753,56406884,21430338,41597056
54056610,23057599,55457074,67709566,53978256,77348600
54058645,73547373,45339109,73174156,63839533,58065346
540865,524227,502113,3311319,405288,405243
54096839,28754687,65576750,21731970,46621334,52355000
54119409,55096350,52780160,50698333,54615754,54615752
54144031,55239002,54615752,55238994,50698333,54582174
54181973,57422387,59581811,57625269,54029523,54029519
54245193,58388702,70722482,72535930,73831096,39992118
54294752,41384708,13670608,72036855,52627677,54345278
543062,23556594,3277475,4193095,459525,459521
54343219,74247140,71674971,59168467,70772235,67752435
54345278,41384708,13670608,72036855,52627677,54294752
54349904,45842739,10828332,11477952,33234685,33448286
54350617,74860089,11239836,51198977,58298176,71674971
54353418,14039112,2246537,2246513,6921779,15927481
54353449,54582174,55238994,54615754,50698333,55239002
54360419,64441281,59168467,73117102,61224691,76309587
54378048,66903152,41791430,66897982,58204138,49124120
54383925,54680052,48100590,51884751,48091364,59084364
54384395,71197069,71505389,68467585,58566938,68125744
54385590,58298176,71674971,11239836,75301142,72801647
54391137,15669226,53444660,15669042,54399906,54395210
54392117,49291897,14510413,25451926,57425928,49202762
54393507,54635796,68976582,32204730,68554054,13764494
54395210,33115720,33232596,53444660,54399906,54391137
54399906,15669042,15669197,32346702,54391137,54395210
54406059,4440545,4441053,54414922,54406076,54406065
54406065,4440545,4441053,54414922,54406076,54406059
54406076,4441053,54414922,36995341,54406065,54406059
54406343,79965318,52333193,35607267,56365197,67634480
54414906,54406065,54406076,36995341,54414922,52780662
54414922,4440545,4441053,54406076,54406059,54406065
54432315,14388647,26029837,74561265,68371276,53384260
54439144,708026,72672762,74209127,459842,46178917
54440051,12370066,12041791,64319112,37000912,37000902
54450887,14966475,19775193,19774958,68222196,68200288
54455779,24595414,58403905,31169861,72881729,66251373
5446101,857916,23454205,72456773,15445767,2784543
54477810,72836349,71209699,11118211,73109434,27910586
54478250,45869877,54023400,54023421,54023388,54023404
54479836,59085882,17618382,7801273,11048947,21442742
54485907,71944106,54487123,46472383,54626520,73261935
54487123,55210024,75337445,54485907,36710007,56458881
544992,72308267,416911,417018,416914,546664
5452277,55934345,7176411,9488961,19763307,10751487
54534507,58403905,72836349,57508317,54744314,44066765
54570736,1534205,10994476,1534195,49228371,49228385
54582174,50698333,54582176,54144031,55239002,55238994
54582176,54615752,54615754,54582174,55239002,55238994
54582248,56694005,55880882,51055877,51050952,26053910
54585483,68821409,14815404,13335028,21035641,46261180
54615752,54582176,55096350,52780160,54119409,54615754
54615754,52780160,52780164,55096350,54119409,54615752
54616399,54487123,63912442,19772651,74572230,25325318
54616635,3953455,4252075,2883909,16385902,1044890
54620003,20558255,49227944,49729246,2343087,16651189
54624306,25325318,33342185,73286990,68592591,32132163
54626520,36710007,46472383,54487123,73261935,54485907
54628125,74572230,54485907,52945747,54487123,55210024
54632975,74459767,1418743,49722374,54637084,49541097
54635796,51946843,54393507,68976582,68554054,32204730
54637084,13328288,49722374,73247026,54632975,49541097
54638603,71907010,71893707,68088752,45168294,52631369
54639263,76126279,52089160,4492151,52402442,41195639
54663477,10751487,9488961,19763307,64434112,7176411
54664144,52481412,52417468,58152969,58146831,53330127
54665,299461,203734,299431,389145,54665
546664,857916,8018484,459077,554426,459084
54680052,59322576,41318362,65395332,72881850,51884751
54683561,48612183,48613176,80132874,68840521,54882670
54693718,8820501,47994410,47994357,47993877,54697472
54697472,9363638,47994410,47994357,54693718,47993877
54700224,54913203,53516830,58259141,54711313,56027838
54708669,1907615,11194805,10769836,10769253,8141062
54710061,15013997,54889765,54894940,80978486,19419738
54711313,54913203,53516830,58259141,56027838,54700224
54714032,49993511,50883140,41098540,35327431,72005800
54735304,38144690,77718549,49658272,25062191,19772753
54744314,54534507,30886874,58271504,72836349,44066765
54750222,460145,4794489,52433106,54784316,54750232
54750232,460145,4794489,52433106,54784316,54750222
547563,754249,582271,9825203,20904905,3209613
54763817,462802,4193095,3277475,23556594,54763825
54763825,68778590,68760042,23556594,828429,54763817
54769146,2246537,15927481,15669042,2246513,6921779
54784316,16398913,460145,52433106,54750232,54750222
54789931,459084,1536285,50375507,68828151,52789693
54818164,33448286,56200767,11510490,11664604,15333988
54818426,8819557,68454398,25402524,32021463,4539349
54828546,51987865,53254176,16667097,20692185,6711831
54839622,7490967,10021395,16667097,6711831,73666130
548496,416625,54439144,708026,511960,416601
54852821,576784,576880,4754815,847472,2566029
548529,548534,548547,548535,3548811,548545
548534,548529,548545,548547,548535,548536
548535,548534,548529,3548811,548545,25300127
548536,3548811,548545,548547,548535,548534
548545,548534,548547,548535,548529,3548811
548547,548534,3548811,548529,548535,548545
548549,548529,548545,548547,3549585,4191389
54857317,54616635,16385902,67245899,74908430,67520343
54875165,59405214,1666387,72521998,63226094,53562788
54882670,58152969,72538134,80132874,68840521,54683561
54889013,49368888,71062970,10736184,51424090,44224953
54889765,42648299,17038778,7494785,33360472,54894940
54894940,7494785,69238917,33360472,17038778,54889765
54903225,49858514,50188485,46650998,45437829,40958139
54913203,54711313,58259141,56027838,52717588,53516830
54935451,79239706,74215680,76198199,58566938,58899265
550106,19362591,45125720,894967,46627072,470635
5502417,11230151,31665279,6487641,6497395,6498249
55035537,19988255,19767845,41502230,73612703,32038170
5503587,72454862,72454866,2682881,2680853,642648
550442,975370,51571587,74141526,31602057,74623725
55049362,38458616,52244173,52402442,44009404,41195639
550558,916764,362872,554912,4738203,48056733
55096350,47126554,47126547,1534583,76273925,1534193
5511229,50253867,22436063,25468367,17929212,1524461
551264,26062659,38440074,25648528,45339653,11204813
55138557,57127752,84709895,85042408,84716247,55584843
55140203,10001355,10001351,10001377,10001373,10001369
55146278,15506461,48278979,56962891,56903194,68230948
55210024,74572230,54628125,66746416,54487123,74955104
55212109,29245829,29244640,29247864,12220615,6712433
55238994,50698333,54144031,54582176,54582174,55239002
55239002,54615754,50698333,54582176,54582174,55238994
55239647,54582174,54144031,1917157,54582176,1917101
55244349,34574630,73795655,73795660,73788524,721995
55244517,15222490,9977722,71112373,6304783,55246585
5524521,21261960,28017110,44213819,12389711,57306483
5524549,22082835,59085882,12391035,21329314,53327198
55246585,33740551,15227544,71112373,6304783,55244517
55248506,55138557,84716247,85042408,84709895,55584843
55320027,22364222,22363766,9839803,14845231,21921714
55349072,57876590,8406093,17686592,28527933,55351641
55351641,28527933,73329078,50562851,50598485,55349072
55354528,67845003,66689432,57306483,28017110,7801273
55366883,16651189,11230151,32102874,57035168,73378806
55406079,37293702,21742437,68821409,61899363,55410457
55410457,817776,45871831,13335028,14815404,55406079
554426,3209613,547563,754249,20412302,8018484
55445629,66746416,55210024,34574630,74572230,74955104
55457074,73763817,57447641,67709566,56025961,44217261
55467693,4169825,4092401,8021522,55731368,56498902
55469774,74623725,74141526,31602057,51571587,23476288
554912,233129,2462825,56196502,4312259,50082914
555019,359483,11914559,359480,359484,359484
55510736,57053835,70799822,50598485,69192486,47488413
55515177,53639849,52711513,44065922,57904118,56046345
55515547,72872343,23556604,67447238,10003165,58531097
55517153,34723316,10806848,36652304,43048676,13406653
55539215,950452,950300,49411968,8194256,57654514
55540770,10113725,48592245,73640620,4092401,8021522
55571724,51030375,51343843,74274442,51119854,56873256
55576273,40547505,26218953,60715918,50772516,74883580
55582245,20412302,1685931,17967481,46645696,54021947
55584843,84709895,85042408,84716247,55138557,55248506
55585425,21221639,6715805,16717623,14275735,11370580
55596971,25935590,25933434,73811766,74304197,70332634
55600000,74572230,34574630,55445629,74955104,71291990
556110,50239829,31245660,556124,74197591,556116
556116,50239829,556124,31245660,556110,74197591
556124,50239829,74197591,556116,31245660,556110
556260,74197591,20997533,556110,31245660,556124
556507,4333879,43801338,964243,964223,556642
55654865,15227544,57425928,55246585,55244517,55661792
556556,45268753,379462,375565,356791,8378816
55661792,11616101,71112373,50702923,55654865,50592905
556642,3939221,43801338,964223,964243,556507
55665054,34942696,12628815,75402106,74317085,58263379
55669097,44066765,58271504,71087291,72836349,57508317
55669563,48738374,3237483,12204837,66578633,555019
556922,30857999,518679,998687,576784,576880
557163,45410530,15668735,3157565,3155853,10566733
55719951,66138337,75837832,72217122,76161572,56799621
55731368,4169825,4092401,8021522,55467693,56498902
55780679,7555917,31958424,47815131,72802708,37792470
55791807,75583326,75580631,77876730,58873710,13333554
55824912,56094148,16536041,36457818,44065922,55825364
55848764,9793897,74955104,34574630,55445629,52945747
55850715,55210024,74955104,54628125,74572230,52945747
55873620,41446843,17474656,17473989,2045621,40547505
55880882,51946843,56694005,75540623,53788968,53788962
55880902,53827027,39992118,73831096,74341518,58388702
55892148,64319112,45268753,43742273,25433290,63572345
55897,233212,233129,233129,8159498,55897
55905713,11582921,1044890,16385902,3953455,4252075
55925516,14069536,31602057,74141526,58930785,74623725
55930758,27777121,408195,381162,2383179,454834
55934345,7176411,19763307,5452277,10751487,9488961
55960558,54294752,54345278,5403891,52627677,72036855
55994870,11199435,72520984,1666387,63483847,4747467
55996377,60030176,59322576,45661782,66510277,58272980
55998202,11213554,38120774,13957952,43881779,58583531
56015185,44184322,42953815,46691906,42192494,46209324
56020727,62445418,29572815,24852048,35726908,58624734
56025961,53978256,67709566,55457074,44217261,73763817
56026763,52696677,52696541,16966891,32920487,32920512
56027838,54913203,53516830,58259141,54711313,54700224
56028477,72798037,72797003,68354945,68357699,57440303
56037103,68354945,68357699,56028477,57440303,72797003
56037105,33740550,59452897,59452978,17493952,56037111
56037111,17465719,17493954,56028477,59452897,56037105
56046345,20557588,10194899,57904118,44065922,55515177
56049649,59166004,14496225,15013997,32591390,33142561
56077032,20521067,20519658,52711513,68532909,74854546
56090374,46209324,44216153,42953815,44184322,33075647
56094148,53639849,20521067,20519658,20555355,20555138
56097175,21948650,575591,22616559,8398179,7857797
56105948,29244640,29245829,29248443,29246309,56105956
56105956,29244640,29245829,29248443,29246309,56105948
56113792,20555355,20555138,15598839,3686091,3685791
561879,77918557,561924,561957,561984,17383981
561924,17383981,561879,561990,561957,561984
561953,77918557,561957,561984,561924,17383981
56195676,51729979,60050735,75514309,56198267,57912964
561957,561990,561879,77918557,561924,561984
56196502,233129,233129,4312259,50082914,554912
56198267,1659903,60050735,75514309,57912964,56195676
561984,561990,561879,561924,77918557,561957
561990,17383981,561879,561957,561984,561924
56200767,11510490,11664604,15333988,33279197,54818164
56248606,72308267,31262507,57666163,595607,416978
56250119,34718955,16717623,15096383,10603363,65104045
56251340,57437733,68417073,22568380,23839834,52251276
56251562,11199435,17954259,4747467,10736184,59165734
562585,6872581,8304191,642648,38606217,467462
56288980,52241344,55897,55897,56889347,66620077
56305761,6539103,742272,3858183,74162456,708026
56306151,74890302,71656427,23410785,56308749,71948433
56308749,71656427,56597141,56306151,71948433,23410785
56309551,56320903,17919303,38103802,14578165,14536798
56312920,53654257,82075493,23258088,21464946,13561036
56313543,15280632,29655357,37944329,65104045,66541696
56320903,8201864,56309551,15079790,7783307,23566988
56365197,26348659,52889826,72928043,22413470,52333193
56384890,8003987,51668230,51668332,7589409,58363324
56399103,21582145,26036139,48507969,53017339,22198240
56403960,1513667,1675793,52774785,52774775,73157319
56406884,74978842,21430338,20422379,41597056,45268753
56408514,68495317,72119221,51153207,68645736,44938330
56451960,52341716,49729246,20712070,4364947,2343087
56458881,19772651,66541696,75337445,36710007,54487123
56498902,16963971,55467693,4092401,8021522,55731368
56515226,2927891,13119283,22028042,13745119,7614405
56515332,22159161,25062191,80850379,1995735,14970347
56519259,73547373,45339109,31276832,63494589,67536643
56525566,25273762,69192486,47488413,55510736,50240540
56540134,73309592,46654004,68621140,57865557,60228865
5655697,55210024,71291990,74955104,66746416,74572230
56575909,25300127,52646223,52646227,47624195,828429
56591468,23518127,8197740,7770389,36189537,23463787
56597141,72217122,72540740,8122699,56799621,32829823
56597246,51368046,76166974,11897820,56821778,78511861
56606226,74209127,72672762,45597232,708026,72456773
56612173,72540740,72217122,23410785,71656427,56597141
56641198,57642927,24454099,24456725,36344502,25288034
566867,582268,459084,547563,3209613,6165609
56694005,73159008,55880882,73159010,57663110,59081231
56697301,3614507,628682,21526737,21339631,2052377
56714697,3428585,28754687,10086966,13670608,41384708
